Substation:	121144
Substation voltage:	1.03
Time window start:	6a.m.
Adoption rate:	40%
EV charger rating:	4800Watts
EV adopters:	511210213001065 511210206001428 511210206001348 511210206001098 511210206001331 511210206001337 51121020600678 51121021300322 511210206001344 5112102130028 511210206002066 511210213001064 511210206002183 511210206001055 511210213001211 511210206001435 511210206001333 511210206001564 511210206001096 51121020600753 511210206001056 511210206002025 511210213001349 51121020600674 51121021300341 511210206001099 511210206001551 511210206002109 511210206001641 511210206001936 511210206001653 511210206001636 511210206002437 511210206001426 511210206001646 511210206002179 511210206001632 511210206001572 51121021300721 511210206002106 511210206001699 511210206001935 511210206001554 511210206001549 511210206001565 511210206002182 511210206001352 511210206001088 511210206001693 511210206002144 511210206001100 51121021300765 511210206001574 511210206001555 511210206001437 511210206002188 511210206002067 511210206001926 511210206001647 511210206002181 511210206001328 511210206001142 511210206001650 511210206001571 5112102130030 511210206002432 511210213001221 511210206002107 511210206001431 511210206001208 511210206001643 511210206001104 511210206001351 511210206001575 511210206001938 511210206001937 511210206001342 511210206001934 511210206001054 511210206001429 51121020600684 511210206001422 511210213001329 511210206002435 511210206001102 511210206002434 511210206001932 511210206001424 511210206001649 511210206001339 511210206001050 511210206001209 511210206001642 511210206001925 511210206002026 511210206001550 511210206002178 511210206001425 511210206001634
EV charging time slot start:	17hours
EV charging time slot period:	12hours
EV initial charge:	20.0%
#############################################
Residence Usage Profile
#############################################
511210207001728:	4.005 4.005 4.005 4.005 6.0075 6.0075 6.0075 6.12208 6.00753 6.0075 6.0075 6.0075 6.0075 6.0075 7.707520000000001 13.0364 5.616899999999999 4.005 4.005 4.005 4.13 4.0050300000000005 4.005 4.005
511210207001896:	4.005 4.005 4.08087 4.133640000000001 6.0075 6.0075 6.0075 6.0075 6.0075 6.0075 6.52083 6.89458 7.732550000000001 7.29147 10.67895 12.28589 4.25513 4.005 4.005 4.005 4.005 4.005 4.005 4.005
