Substation:	121144
Substation voltage:	1.03
Time window start:	6a.m.
Adoption rate:	20%
EV charger rating:	4800Watts
EV adopters:	511210207001423 511210207001581 511210207001524 51121020600214 51121020600203 511210207002367 511210207001257 511210207001770 511210207002680 511210207002370 511210207001768 511210207001437 511210207002046 511210207001703 511210207001258 511210207001406 511210207001407 511210207001706 511210207001470 51121020600198 511210207001261 511210207002076 511210207001590 51121020600306 511210207002048 51121020600184 511210207001773 511210207001104 511210207001444 51121020600217 511210207001935 511210207001903 511210207001424 511210207001422 511210207001251 511210207002075 511210207001442 511210207001264 511210207001680 511210207001311 511210207001704 511210207001595 51121020600199 511210207001410 51121020600281 511210207002047 511210207001555 511210207001436 511210207002050 51121020600182 511210207001105 511210207001304 51121020600284 511210207001760 511210207001435 511210207002025 511210207001253 511210207001598 511210207001774
EV charging time slot start:	17hours
EV charging time slot period:	12hours
EV initial charge:	20.0%
#############################################
Residence Usage Profile
#############################################
511210207001728:	4.005 4.005 4.005 4.005 6.0075 6.0075 6.0075 6.12208 6.00753 6.0075 6.0075 6.0075 6.0075 6.0075 7.707520000000001 13.0364 5.616899999999999 4.005 4.005 4.005 4.13 4.0050300000000005 4.005 4.005
511210207001896:	4.005 4.005 4.08087 4.133640000000001 6.0075 6.0075 6.0075 6.0075 6.0075 6.0075 6.52083 6.89458 7.732550000000001 7.29147 10.67895 12.28589 4.25513 4.005 4.005 4.005 4.005 4.005 4.005 4.005
511210207001893:	0.06006 0.04299 0.02593 1.85636 1.27339 0.923 0.923 0.923 0.923 0.923 0.923 0.923 1.3845 2.73869 2.771 0.9230700000000001 1.17299 0.0037400000000000003 0.01239 0.023469999999999998 0.03477 0.04075 0.046520000000000006 0.07712000000000001
511210207002298:	4.005 4.005 4.005 4.47205 6.0075 6.0075 6.50791 7.5075 6.308 6.0075 6.0075 6.0075 6.0075 6.0075 6.0075 6.0075 4.005 4.005 4.02587 4.005 4.005 4.005 4.005 4.005
