Substation:	121144
Substation voltage:	1.03
Time window start:	6a.m.
Adoption rate:	30%
EV charger rating:	4800Watts
EV adopters:	511210207002314 511210207001602 511210207001391 511210207001768 511210207002163 511210207001412 51121020600322 511210207001683 511210207002027 511210207001888 511210207001410 511210207002074 51121020600190 511210207001265 51121020600193 51121020600195 511210207001435 51121020600204 511210207001120 511210207001442 511210207001886 511210207002084 511210207001413 51121020600212 511210207001300 511210207001565 511210207002050 511210207002687 511210207002313 511210207001525 511210207001598 511210207002680 511210207002047 511210207001554 511210207002024 51121020600325 511210207002310 511210207002701 51121020600303 511210207001681 511210207001428 511210207002655 511210207002765 511210207002164 51121020600203 51121020600181 511210207002319 511210207001581 511210207002658 511210207001261 511210207002086 51121020600215 51121020600283 51121020600194 511210207001263 511210207002187 511210207001264 511210207001304 511210207001469 511210207002312 51121020600188 511210207002309 511210207001437 511210207002321 511210207001299 511210207001440 511210207001452 511210207001427 511210207001580 511210207001903 511210207001775 51121020600182 51121020600308 511210207001682 51121020600307 51121020600284 511210207002365 511210207001266 511210207001253 511210207001932 51121020600218 51121020600197 511210207001705 51121020600214 511210207001425 511210207002075 51121020600305 511210207002055 511210207001432
EV charging time slot start:	17hours
EV charging time slot period:	12hours
EV initial charge:	20.0%
#############################################
Residence Usage Profile
#############################################
511210207001728:	4.005 4.005 4.005 4.005 6.0075 6.0075 6.0075 6.12208 6.00753 6.0075 6.0075 6.0075 6.0075 6.0075 7.707520000000001 13.0364 5.616899999999999 4.005 4.005 4.005 4.13 4.0050300000000005 4.005 4.005
511210207001896:	4.005 4.005 4.08087 4.133640000000001 6.0075 6.0075 6.0075 6.0075 6.0075 6.0075 6.52083 6.89458 7.732550000000001 7.29147 10.67895 12.28589 4.25513 4.005 4.005 4.005 4.005 4.005 4.005 4.005
511210207001893:	0.06006 0.04299 0.02593 1.85636 1.27339 0.923 0.923 0.923 0.923 0.923 0.923 0.923 1.3845 2.73869 2.771 0.9230700000000001 1.17299 0.0037400000000000003 0.01239 0.023469999999999998 0.03477 0.04075 0.046520000000000006 0.07712000000000001
